text,class
Altra scossa! A questo giro sono caduti i libri!!! #boterremoto #terremoto,no damage
Si parla di campanili crollati a pochi km da qua! #terremoto #terremotoBO,damage
A Finale Emilia (MO) i danni più seri! #terremoto #terremotoBO,damage
Su Rai News dicono di fabbriche crollate a Bondeno (MO). #terremoto #terremotoBO,damage
Bondeno è provincia di Ferrara Sorry! #terremoto #terremotoBO,not relevant
A #cento è crollata la cima del campanile della Rocca #terremoto #ferrara,damage
Non se ne può più voglio dormire! Grazie per l'epicentro a Modena btw #terremoto,not relevant
Epicentro San Felice sul Panaro???? Ma cazzo é il mio paese!!! #terremoto,no damage
Altra scossa! ! E chi dorme più? ?,no damage
Altra scossa meno intensa....,no damage
gravi danni nei caseifici del Parmigiano Reggiano a causa del #terremoto :(,damage
Ancora scosse di #terremoto,no damage
E giù un'altra scossa. :/ #terremoto,no damage
Altra scossetta olè seratina tranquilla proprio #terremoto,no damage
Altra scossa di assestamento percepita a Massa!,no damage
Voglio veder le news e non cé il flash#terremoto,not relevant
Maya...mortacci vostri...#terremoto,no damage
Paura mortale io non dormo più #terremoto,no damage
mi scoppiano le tempie. altra scossa!,no damage
Ah ecco non era suggestione altra scossetta ora ora #terremoto  ma che cavolo,no damage
Eccola la nuova scossa #terremoto,not relevant
#allertameteoSAR OLBIA - B&amp;B 10 posti letto gratis via Dannunzio 92. Tel. 331 2095889,no damage
Finito il giro degli amici sardi e controllato TL delle amiche qui. Speriamo che si sgonfi già troppi danni e vittime. #allertameteoSAR,damage
Un'altra!!!!! #terremoto,no damage
#Sardegna in ginocchio ciclone fa strage: 16 morti si cercano dispersi http://t.co/XNCv67JlOO #allertameteoSAR #ForzaSardegna @la_stampa,damage
un'altra scossa leggera in super direttissima #terremoto,no damage
calì senza cravatta appena sveglio su #skytg24 #terremoto,not relevant
dai non fanno ridere battutine sulla lentezza dei tg in tv...è ovvio #terremoto,no damage
Una preghiera per tutte le vittime ed i feriti del #Terremoto in #Emilia,damage
#terremoto altro bello scossone... proprio ora,no damage
Ancora #terremoto. Mo' hai rotto il cazzo.,no damage
Anncoraaaa #terremoto #Venezia,no damage
#terremoto #Ferrara città danni a monumenti chiese e abitazioni,damage
altra scossa #terremoto 5h04 milano,no damage
#Sardegna #allertameteoSAR #Sardegnaferita #sardolicesimo #Sardegna http://t.co/IkUhMX9Ibk,no damage
Altra scossettina.. #terremoto,no damage
Altro colpetto! #terremoto cominci a rompere le palle!,not relevant
#terremoto a bo che impressione no danni. E a #zocca?,no damage
Mi sto rileggendo le quartine di Nostradamus! #terremoto,not relevant
Neanche stavolta ho sentito il cazzo di terremoto,no damage
Altra scossa...#terremoto,no damage
#Sardegna in ginocchio il #ciclone fa strage 16 morti si cercano i dispersi  http://t.co/cNOQsZnHUi #allertameteoSAR,damage
VIDEO- Caos in #Sardegna ecco i danni di #Cleopatra http://t.co/n3i7U83gTO #allertameteoSAR,no damage
FOTO-  A #Olbia case sventrate e crolli http://t.co/oE6uAOp5EH #allertameteoSAR http://t.co/SSZAA4HGmb,damage
--Fotoreportage-- A #Olbia case sventrate e crolli http://t.co/oE6uAOp5EH  #SARDEGNA  #FORZASARDEGNA #allertameteoSAR http://t.co/WmQOnH1Sl4,damage
--Fotoreportage-- A #Olbia case sventrate e crolli http://t.co/oE6uAOp5EH  #SARDEGNA  #FORZASARDEGNA #allertameteoSAR,damage
#Sardegna il piccolo Enrico morto fra le braccia del papà atleta http://t.co/5R5dCSWIE1  #FORZASARDEGNA #allertameteoSAR @frapac71,damage
#Sardegna il piccolo Enrico morto fra le braccia del papà atleta http://t.co/5R5dCSWIE1 #FORZASARDEGNA   #allertameteoSAR @frapac71,damage
VIDEO- #Fois: “Serve risposta seria a queste morti” http://t.co/8d7RmHGyfo  #forzasardegna #allertameteoSAR,no damage
#terremoto in Emilia Romana crolli e vittime nel ferrarese,damage
Il terremoto mi ha regalato una bella crepa in cucina #terremoto #piacenza,damage
Anche a Zocca si trema. #terremoto,no damage
Altra scossa ora #terremoto #Bologna,no damage
#terremoto nuova scossa piu' debole percepita a Bologna,no damage
ANCORA SCOSSA....CHE STA SUCCEDENDO???,no damage
#Sardegna: 9 vittime Allagamenti crolli centinaia di sfollati http://t.co/j8obiWWhtG #allertameteoSAR,damage
Assestamento #terremoto,not relevant
Rainews parla di altri due morti per il #terremoto,damage
Vittime e dispersi. Che sia un aiuto vero e non a parole quello per Olbia e la Sardegna. #allertameteoSAR http://t.co/EPiHsiGR8Y,damage
Finale Emilia pare sia la più colpita dai danni. #terremoto,damage
5morti e un disperso #terremoto,damage
A Fiorano Modenese e Sassuolo nessun danno pare #terremoto,no damage
NON MI PIACE! #terremoto,not relevant
#terremoto è il momento di chiamare i parenti a #ferrara e #bondeno,no damage
Ekkekazzo altra scossa di assestamento a Brescia ore 5:05. #terremoto,no damage
#terremoto #milano vabbè diamoci appuntamento per strada tanto ormai chi dorme più?,not relevant
Minchia ancora scosse #milano #terremoto,no damage
Un terremoto cosi forte non l'avevo mai sentito! Sembra pero' che non ci siano danni,no damage
Io ho ancora in testa i rumori della scossa delle 4,not relevant
#terremoto Crollati edifici del 1300 e fabbriche nuove.... quale relazione?,no damage
@rtl1025 costretto a vedere l'alba causa terremoto,no damage
Ancora #terremoto a chiampo,no damage
Un altra scossa... #terremoto #brianza,no damage
Ma che terremoto è l'ultimo degli Adana Twins.,not relevant
#terremoto in #ancona ... Sperando che non abbia fatto danni da altre parti ....,no damage
La nuova sardegna parla di 9 persone morte #allertameteoSAR #sardegna,damage
Skytg24 9 morti e 5 dispersi #sardegna #allertameteoSAR,damage
#Terremoto ancora una scossa... Si è sentita a #Milano,no damage
#AllertameteoSAR 9 morti accertati. Pazzesco. 115 per le emergenze,damage
Protezione civile #Gabrielli: i morti sono 16 #AllertameteoSAR,damage
17 morti e 4 dispersi #allertameteoSAR,damage
Sono a San Felice sul Panaro epicentro. É stato terribile. #terremoto,no damage
altra brevissima scossa #venezia #terremoto,no damage
#terremoto un'altra scossa meno forte ma si balla,no damage
altra scossa. Forte.,no damage
Maltempo in #Sardegna 9 morti e 5 dispersi. E Cleopatra arriva su mezza Italia #allertameteoSar -  http://t.co/nuzB5XSUel,damage
#Maltempo in #Sardegna 14 morti e 10 dispersi. E Cleopatra arriva su mezza Italia #allertameteosar - http://t.co/uzzsRlNZIj,damage
Cleopatra strage in #Sardegna: 16 morti e 10 dispersi #allertameteoSAR  Leggi - http://t.co/BpdvjPksr8,damage
Maltempo in #Sardegna: 16 morti centinaia di sfollati. Convocato Cdm. #allertameteoSAR  Guarda - http://t.co/reUI5Y8pnu,damage
#Sardegna: 1749 sfollati 1 disperso 16 vittime   Il Giornale della  #ProtezioneCivile - #allertameteosar #alluvione http://t.co/s84NZ0bHYy,damage
#Sardegna: sfollati in calo. Cappellacci: "Ora in tempi rapidi la ricognizione dei danni" - #allertameteoSAR http://t.co/Wum6i7rxNK,no damage
Altra scossa a venezia,no damage
Altra scossa! Basta! #Ferrara,no damage
#terremoto in qualche zona ci sono danni/crolli?,no damage
terremoto terremoto terremoto,no damage
Ohh... Leggo di un #Terremoto che ha causato danni questa mattina! :(,damage
Crolli in fabbriche a Bondeno? #terremoto,damage
Torre crollata a Finale Emilia #Terremoto  http://t.co/oz6sVeGW"”,damage
seriamente: danni persone? #terremoto,no damage
#Terremoto: vigile del fuoco investito dal crollo durante l'umtima scossa,damage
++Al momento i morti sono 6 e i dispersi sarebbero 6 o 7. #allertameteoSAR +++,damage
Morto operaio in capannone a Bondeno? #terremoto,no damage
Vorrei dormire!! se la terra smettesse di ballare la samba... #terremoto,no damage
Da Genovese con le ferite sempre aperte a causa #bombad'acqua sono vicina ai sardi e loro 12 vittime #sardegna #allertameteoSAR,damage
#terremoto?morti?anche stamattina ottimo risveglio.,no damage
#terremoto io torno a dormire,not relevant
Ancora #terremoto a Trento!!,no damage
#Terremoto altra scossa con boato avvertita distintamente a Dueville (vi),no damage
#terremoto tanto ormai non si dorme. Meglio andare per brioches. Miki2?,not relevant
Altra scossa proprio ora. #terremoto #mantova,no damage
|I nostri fratelli sardi sono in gran difficoltà || “@VicinanzaL: La malanotte della #Sardegna: ora i morti sono saliti a 12 #allertameteoSAR”|,damage
#terremoto altra scossa -.-,no damage
Balla di nuovo #terremoto,no damage
#Terremoto Cento. Crollo di un campanile.,damage
#Terremoto del 5.9 Richter alle ore 4.04 in Emilia Romagna. Quattro morti.,damage
5 morti per il #terremoto !,damage
Altra scossetta à milano ora? #terremoto,not relevant
“@SBiancini: @GassmanGassmann #allertameteoSAR e nessuno ne parla 9 morti”Solo in Italiaperché ne parlano su "Breaking news".,damage
No niente dobbiamo restare svegli. Direi sia meglio. #terremoto #bologna,not relevant
Di nuovo! :( #terremoto #Milano,no damage
Altro movimento appena avvertito #terremoto,no damage
Si balla ancora... Ore 5.04 #terremoto #mantova,no damage
oooo ma allora lo fa apposta... #terremoto,not relevant
ma uno streaming decente di skytg24 no vero? #terremoto,not relevant
A quanto pare sono l'unico che non ha sentito alcuna scossa.,not relevant
Epicentro vicino a Bologna. #terremoto #earthquake che paura.,no damage
Sveglio di domenica alle 4.00 Piu' danno di cosi'... #terremoto #sdrammatizzare,no damage
#terremoto ancora a Venezia,no damage
Ho freddo e sonno. E una paura d'inferno. #terremoto,no damage
Io sento muovere leggermente e continuamente il letto #terremoto #milano,no damage
Un'altra?! #Terremoto #Milano,no damage
Dai terremoto assestati così magari almeno un pisolino riesco a farlo.,no damage
ridaje altra scossa,no damage
ancora?! E fammi dormire! #terremoto,no damage
Questa l'ho sentita bene. Tremato armadio e vetri. #Terremoto again alle 5,no damage
Altra lieve scossa,no damage
nuova scossa di assestamento a vicenza pochi minuti fa,no damage
Sento delle leggere oscillazioni in questo momento. #terremoto,no damage
boh provo ad andare a letto.. provo #terremoto,no damage
#terremoto 6 vittime accertate 80 i feriti nella provincia di Modena.,damage
#Sardegna:trovati corpi famiglia dispersa #allertameteoSAR  http://t.co/zlnkF8T3TL,damage
.e cosí anche nel profondo nord stanno ballando senza musica... #terremoto,not relevant
Ora altra scossa di assestamento #Bologna #terremoto,no damage
ancora si " balla" a Miano ancora qualche scossa a più leggera,no damage
in Emilia è crollato definitovamente il campanile... scossa 5.1,damage
Allagamenti in #Sardegna è strage. Quattordici morti e una regione in ginocchio #Olbia #allertameteoSAR http://t.co/AKAIVX8RZE,damage
E basta anche assestento  #terremoto #Bologna meglio uscire?,not relevant
Sentita di nuovo scossa di #terremoto a #Como ... e ora chi si riaddormenta?,no damage
Altro giro altra scossa...e 2..#terremoto,no damage
Cazzo una scossa ora...,no damage
Qui a Poggio Renatico per fortuna solo danni a cose  tristi ma solo cose #Terremoto,damage
Magari vi sembra stupido ma qualcuno potrebbe evitare di mettersi in viaggio o deviare se ci sono segnalazioni di pericolo #allertameteoSAR,not relevant
@AndreaVallascas Segui il tag #allertameteoSAR per avere news. I danni iniziano ad essere rilevanti ma le prossime ore sono le peggiori.,damage
Uras anziana morta annegata nello scantinato. Allevatore di Onanì travolto da fiume in piena. http://t.co/iSzYHWWUPv &lt; #allertameteoSAR,damage
Crolla ponte sulla Olbia-Tempio. Due dispersi in Gallura - Sardiniapost.it http://t.co/FSr9BQv1Sd &lt; #allertameteoSAR,damage
Prima news ora. &gt; Maltempo donna muore annegata ad OristanoCrolla un ponte ad Olbia. Due dispersi  http://t.co/kIUiiDd6VG #allertameteoSAR,damage
Maltempo Cede un ponte precipita un'auto della polizia: un agente morto http://t.co/U4xStvJ7Cb via @lanuovasardegna &lt; #allertameteoSAR,damage
Maltempo sei morti in Sardegna: http://t.co/U4xStvJ7Cb via @lanuovasardegna &lt; #allertameteoSAR,damage
@_orion_15 Chi sta chiedendo gommoni? La fonte! Senza la fonte sono notizie inattendibili e pericolose da divulgare #allertameteoSAR,no damage
14 morti accertati. Maledizione. @Radiouno_Rai #allertameteoSAR,damage
Grazie della solidarietà. Raccogliamo le urgenze ma SOLO quelle verificate. Non alimentate DANNOSE catene di sant'antonio. #allertameteoSAR,no damage
Purtroppo il canale twitter @StradeANAS e il sito non danno aggiornamenti sulla Sardegna. https://t.co/G0vX5sdhnw #allertameteoSAR,not relevant
Avvertimento importante: usate la mappa per georeferenziare i danni comprese le foto degli stessi. https://t.co/mPv7vct8Kr #allertameteoSAR,no damage
Se siete ad Olbia caricate l'app https://t.co/mPv7vct8Kr e andate nelle case fotografate i danni. Senza prove non pagano. #allertameteoSAR,no damage
Se siete sul luogo caricate l'app https://t.co/mPv7vct8Kr  andate nelle case fotografate i danni. Senza prove non pagano. #allertameteoSAR,damage
Lasciate stare un attimo l'anziano condannato e aiutateci a finire il lavoro. Arriva il freddo e serve aiuto. Ora. #allertameteoSAR,not relevant
Il mio cane si è addormentato... È un buon segno? #terremoto,not relevant
La cosa assurda è che nessuna tv ne parla... #terremoto,not relevant
10 vittime numerosi dispersi.  Cappellacci a #lineanotte #Tg3  #allertameteoSAR,damage
#terremoto scossa di assestamento a Firenze,no damage
#terremoto a Bergamo un'altra scossa.. Altro che tornare a dormire,no damage
altra scossa piccola #terremoto #rovigo,no damage
4 morti e 50 feriti circa a #Ferrara #terremoto,damage
Altra olllè ! Non dormo più. Ciao #terremoto,no damage
Crollata Chiesa a San Felice Sul Panaro #terremoto,damage
Altra piccola scossa...#terremoto #Trento,no damage
un'altra scossa #terremoto #ferrara,no damage
A #cento è crollata la cima del campanile della Rocca #terremoto #ferrara,damage
Crollata la chiesa di Sant'Agostino #terremoto #ferrara http://t.co/lo88xtBp,damage
Ragazzi io sento scosse di assestamento #Viareggio  #terremoto,no damage
BASTAAAAA scosse di assestamento #terremoto,not relevant
Altra scossa. I miei nervi stanno per saltare.,no damage
Altra scossa a #Milano ora ma micro... #terremoto #altrascossa #terremotoamilano,no damage
Altro giro di #terremoto a montebelluna,no damage
#allertameteoSAR 9 morti e diversi dispersi alluvione in Sardegna si intervenga rapidamente!,damage
#allertameteoSAR gli alluvioni e i disastri ambientali non succedono solo negli USA ci sono 9 morti nella mia regione facciamo qualcosa!,damage
scossa  2 milano #terremoto,no damage
non era un #terremoto  era semplicemente Ferrara che ha scoreggiato...,not relevant
nubifragi Sardegna: 9 morti. Per comunicare e dare aggiornamenti utili #allertameteoSAR,damage
Lieve scossa di assestamento a Bologna. #terremoto,no damage
Notte di terremoto http://t.co/rah77JSI,no damage
E se provassi a dormire con le scarpe? #terremoto #boterremoto,not relevant
ODDIOOOOOO forte scossa di terremoto di nuovo....,no damage
C'hai voglia di DENSSSSSS??? #terremoto,not relevant
Ho paura che il bilancio dei morti non è ancora definitivo :-( Qualcuno parla di 14 morti ... Desolante. #allertameteoSAR,damage
Non avrei mai voluto vedere la mia isola ai primi posti nelle tendenze a causa dei morti e danni causati da Cleopatra :-( #allertameteoSAR,damage
altra scossa..vabè andiamo tutti in bar a fare colazione? #paura,not relevant
ero lì che mi stavo riaddormentando... #terremoto #bologna,not relevant
Altra scossa avvertita a Monza? #terremoto,not relevant
#terremoto a bologna torniamo in strada,no damage
altra botta #terremoto e vai di liscio,no damage
Fanno sapere dall'INGV che la scossa delle 5 è stata appena di 4.9 #terremoto,no damage
