Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 1
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550606084

2019-02-19T19:54:46.199786: step 1, loss 10.4362, accuracy 0.125, precision [0.0, 1.0, 0.0, 0.1111111111111111, nan, 0.0, nan, 0.0, nan], recall [nan, 0.25, nan, 0.3333333333333333, 0.0, nan, 0.0, 0.0, 0.0]
2019-02-19T19:55:02.394689: step 106, loss 2.65006, accuracy 0.125, precision [1.0, 0.0, nan, 0.3333333333333333, 0.0, 0.0, nan, 0.0, nan], recall [1.0, nan, 0.0, 0.09090909090909091, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:02.547974: step 107, loss 2.32669, accuracy 0.1875, precision [0.0, 0.5, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 0.3333333333333333, 0.0, 0.25, nan, nan, 0.0, 0.0, nan]
2019-02-19T19:55:02.701508: step 108, loss 2.54711, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.4, 0.5, 0.0, nan, 0.0, 0.0], recall [0.0, 0.0, nan, 0.3333333333333333, 0.3333333333333333, nan, nan, 0.0, nan]
2019-02-19T19:55:02.851336: step 109, loss 1.72507, accuracy 0.375, precision [0.5, nan, 0.0, 0.5, 0.3333333333333333, nan, nan, 0.0, 0.0], recall [1.0, 0.0, 0.0, 0.6666666666666666, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:55:03.007949: step 110, loss 1.8525, accuracy 0.5, precision [0.5, 0.5, 0.0, 0.75, 0.0, 0.0, nan, nan, nan], recall [0.5, 0.25, 0.0, 0.6666666666666666, nan, nan, nan, nan, nan]
2019-02-19T19:55:03.164412: step 111, loss 1.8134, accuracy 0.4375, precision [0.0, 1.0, 0.5, 0.625, 0.0, 0.0, nan, nan, 0.0], recall [0.0, 0.25, 0.5, 0.8333333333333334, 0.0, 0.0, nan, nan, nan]
2019-02-19T19:55:03.317071: step 112, loss 2.50864, accuracy 0.0625, precision [0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan], recall [0.0, 0.25, nan, 0.0, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:03.471339: step 113, loss 2.84243, accuracy 0.0625, precision [nan, 0.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 0.0, nan, 0.07142857142857142, nan, nan, nan, nan, nan]
2019-02-19T19:55:03.620625: step 114, loss 1.96718, accuracy 0.3125, precision [0.0, 0.0, nan, 0.7142857142857143, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.45454545454545453, nan, 0.0, nan, nan, nan]
2019-02-19T19:55:03.779111: step 115, loss 1.81086, accuracy 0.4375, precision [0.0, 0.0, nan, 0.875, 0.0, nan, nan, nan, 0.0], recall [nan, 0.0, nan, 0.5384615384615384, 0.0, 0.0, nan, nan, nan]
2019-02-19T19:55:03.933763: step 116, loss 2.518, accuracy 0.1875, precision [nan, 0.0, 0.0, 0.5, 0.0, nan, nan, 0.0, 0.0], recall [0.0, nan, nan, 0.3333333333333333, 0.0, 0.0, 0.0, nan, nan]
2019-02-19T19:55:04.085209: step 117, loss 2.17731, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.7142857142857143, 0.5, nan, nan, 0.0, nan], recall [0.0, 0.0, 0.0, 0.5555555555555556, 0.5, nan, nan, nan, 0.0]
2019-02-19T19:55:04.236949: step 118, loss 2.51998, accuracy 0.1875, precision [nan, 0.0, 0.0, 0.6, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.0, nan, 0.3, 0.0, nan, nan, nan, 0.0]
2019-02-19T19:55:04.389076: step 119, loss 1.93393, accuracy 0.3125, precision [0.0, 1.0, 0.0, 0.75, 0.25, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.3333333333333333, 0.5, 0.0, nan, 0.0, 0.0]
2019-02-19T19:55:04.537134: step 120, loss 1.70923, accuracy 0.4375, precision [0.0, 0.3333333333333333, nan, 0.8333333333333334, 0.25, nan, 0.0, nan, nan], recall [nan, 1.0, 0.0, 0.4166666666666667, 1.0, 0.0, nan, nan, nan]
2019-02-19T19:55:04.685777: step 121, loss 1.88177, accuracy 0.4375, precision [0.0, 0.5, 0.0, 0.75, 0.6, 0.0, 0.0, nan, nan], recall [0.0, 0.3333333333333333, 0.0, 0.5, 0.6, nan, nan, nan, nan]
2019-02-19T19:55:04.840979: step 122, loss 2.43958, accuracy 0.0625, precision [0.0, 0.3333333333333333, 0.0, 0.0, 0.0, nan, nan, 0.0, 0.0], recall [nan, 0.25, nan, 0.0, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:04.991698: step 123, loss 2.4095, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.5714285714285714, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 0.0, nan, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:05.149002: step 124, loss 1.73146, accuracy 0.375, precision [0.0, 1.0, nan, 0.3, 0.6666666666666666, nan, nan, 0.0, nan], recall [nan, 0.25, nan, 0.6, 0.2857142857142857, nan, nan, nan, nan]
2019-02-19T19:55:05.303647: step 125, loss 2.25627, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.6, 1.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.375, 0.14285714285714285, nan, nan, nan, nan]
2019-02-19T19:55:05.456741: step 126, loss 2.13643, accuracy 0.25, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.2727272727272727, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:05.605346: step 127, loss 2.33956, accuracy 0.125, precision [0.0, 0.0, 0.0, 0.4, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.0, 0.0, 0.18181818181818182, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:05.757463: step 128, loss 1.87487, accuracy 0.375, precision [nan, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, nan, nan, nan, nan], recall [nan, 0.0, nan, 0.3333333333333333, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:55:05.910967: step 129, loss 2.11149, accuracy 0.25, precision [0.0, 0.2, 0.0, 0.6, nan, 0.0, nan, 0.0, nan], recall [nan, 0.25, nan, 0.42857142857142855, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:06.058126: step 130, loss 1.67054, accuracy 0.5625, precision [0.0, 1.0, nan, 0.875, 0.5, nan, 0.0, nan, nan], recall [nan, 0.25, nan, 0.6363636363636364, 1.0, nan, nan, nan, nan]
2019-02-19T19:55:06.210906: step 131, loss 2.03166, accuracy 0.25, precision [nan, nan, 0.0, 0.5714285714285714, 0.0, 0.0, 0.0, nan, 0.0], recall [nan, 0.0, 0.0, 0.36363636363636365, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:06.362315: step 132, loss 1.92223, accuracy 0.4375, precision [nan, 0.0, 0.0, 0.875, 0.0, nan, 0.0, 0.0, nan], recall [0.0, nan, nan, 0.5384615384615384, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:06.517610: step 133, loss 1.90135, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.8333333333333334, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.38461538461538464, nan, nan, nan, nan, nan]
2019-02-19T19:55:06.672323: step 134, loss 1.85368, accuracy 0.375, precision [0.0, 0.5, nan, 0.7142857142857143, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.5, nan, 0.5, nan, nan, nan, nan, nan]
2019-02-19T19:55:06.825585: step 135, loss 2.90088, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [0.0, 0.0, nan, 0.3076923076923077, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:06.975117: step 136, loss 2.03497, accuracy 0.25, precision [0.0, 0.5, nan, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 0.5, nan, 0.23076923076923078, nan, nan, 0.0, nan, nan]
2019-02-19T19:55:07.126894: step 137, loss 2.32286, accuracy 0.1875, precision [nan, 0.2, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 0.3333333333333333, nan, 0.18181818181818182, nan, nan, 0.0, nan, nan]
2019-02-19T19:55:07.279101: step 138, loss 1.74011, accuracy 0.25, precision [0.3333333333333333, 0.0, nan, 0.3333333333333333, nan, nan, 0.0, 0.0, nan], recall [0.5, 0.0, nan, 0.42857142857142855, 0.0, nan, 0.0, 0.0, nan]
2019-02-19T19:55:07.428026: step 139, loss 1.66496, accuracy 0.375, precision [nan, 0.0, nan, 0.4, 0.5, nan, nan, 0.3333333333333333, nan], recall [0.0, 0.0, nan, 0.8, 0.5, nan, nan, 0.5, nan]
2019-02-19T19:55:07.581570: step 140, loss 1.94881, accuracy 0.25, precision [nan, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.36363636363636365, nan, nan, nan, nan, nan]
2019-02-19T19:55:07.729094: step 141, loss 1.81285, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.8571428571428571, 0.0, nan, nan, 0.0, nan], recall [nan, nan, nan, 0.46153846153846156, 0.0, nan, 0.0, 0.0, nan]
2019-02-19T19:55:07.887084: step 142, loss 2.38657, accuracy 0.3125, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, nan, nan], recall [0.0, nan, nan, 0.38461538461538464, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:08.042843: step 143, loss 1.64761, accuracy 0.25, precision [0.0, 0.0, nan, 0.8, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.36363636363636365, nan, nan, 0.0, 0.0, nan]
2019-02-19T19:55:08.198561: step 144, loss 1.72858, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.5, 0.0, nan, 0.0, nan], recall [nan, 0.0, nan, 0.3, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T19:55:08.348690: step 145, loss 1.88264, accuracy 0.4375, precision [0.0, 0.0, nan, 0.7142857142857143, 0.5, 0.0, 0.0, 1.0, nan], recall [0.0, nan, nan, 0.4166666666666667, 1.0, nan, nan, 0.5, nan]
2019-02-19T19:55:08.502094: step 146, loss 2.34898, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.75, 0.0, nan, nan, nan, 0.0], recall [nan, nan, nan, 0.3, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:08.653381: step 147, loss 1.59094, accuracy 0.5, precision [nan, 0.25, 0.0, 0.7142857142857143, 0.5, nan, nan, 1.0, nan], recall [0.0, 0.5, nan, 0.45454545454545453, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:55:08.810293: step 148, loss 2.00456, accuracy 0.25, precision [1.0, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, nan, 0.0, nan], recall [1.0, 0.0, nan, 0.3333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:08.966201: step 149, loss 2.09228, accuracy 0.3125, precision [0.3333333333333333, 0.0, nan, 1.0, 0.4, 0.0, 0.0, 0.0, nan], recall [1.0, 0.0, nan, 0.2222222222222222, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:55:09.121802: step 150, loss 1.90178, accuracy 0.375, precision [0.3333333333333333, 0.25, 0.0, 0.5714285714285714, 0.0, nan, nan, nan, nan], recall [1.0, 0.3333333333333333, nan, 0.6666666666666666, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:09.270834: step 151, loss 2.12596, accuracy 0.125, precision [0.3333333333333333, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0], recall [0.3333333333333333, 0.0, nan, 0.14285714285714285, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:09.424665: step 152, loss 1.99282, accuracy 0.1875, precision [0.0, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.3333333333333333, nan, 0.3333333333333333, 0.0, 0.0, nan, nan, nan]
2019-02-19T19:55:09.576131: step 153, loss 1.90968, accuracy 0.3125, precision [0.3333333333333333, 1.0, 0.0, 0.75, 0.0, 0.0, nan, nan, nan], recall [1.0, 0.5, nan, 0.3, 0.0, 0.0, nan, 0.0, nan]
2019-02-19T19:55:09.726564: step 154, loss 1.92624, accuracy 0.375, precision [0.5, 0.5, nan, 0.5714285714285714, 0.0, 0.0, nan, 0.0, nan], recall [0.3333333333333333, 0.5, nan, 0.4444444444444444, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:09.879934: step 155, loss 2.49926, accuracy 0.25, precision [nan, 0.0, nan, 0.6, 0.0, 0.0, nan, 0.2, 0.0], recall [0.0, 0.0, nan, 0.42857142857142855, nan, 0.0, nan, 0.5, nan]
2019-02-19T19:55:10.034353: step 156, loss 1.87142, accuracy 0.3125, precision [0.5, 0.25, nan, 0.6, 0.0, 0.0, nan, 0.0, nan], recall [0.5, 0.5, nan, 0.3, nan, 0.0, nan, nan, nan]
2019-02-19T19:55:10.185545: step 157, loss 2.6077, accuracy 0.1875, precision [nan, 0.0, 0.0, 0.5, 0.5, nan, 0.0, 0.5, 0.0], recall [0.0, 0.0, nan, 0.125, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:55:10.331429: step 158, loss 1.88098, accuracy 0.25, precision [nan, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.4, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:10.488608: step 159, loss 2.09845, accuracy 0.3125, precision [1.0, 0.0, 0.0, 0.5, 0.0, 0.0, nan, 0.0, nan], recall [0.375, 0.0, nan, 0.3333333333333333, nan, nan, nan, 0.0, nan]
2019-02-19T19:55:10.639089: step 160, loss 2.06221, accuracy 0.3125, precision [0.0, 0.3333333333333333, nan, 0.75, 1.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.3333333333333333, nan, 0.375, 0.3333333333333333, nan, nan, 0.0, nan]
2019-02-19T19:55:10.786017: step 161, loss 1.82214, accuracy 0.25, precision [0.0, 1.0, 0.0, 0.5, 0.0, 0.0, nan, nan, nan], recall [0.0, 0.5, nan, 0.375, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:10.939540: step 162, loss 2.15177, accuracy 0.125, precision [0.0, 0.0, 0.0, 0.3333333333333333, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.25, 0.0, 0.0, nan, 0.0, nan]
2019-02-19T19:55:11.091971: step 163, loss 1.82239, accuracy 0.4375, precision [1.0, 0.5, 0.0, 0.6, 0.6666666666666666, 0.0, nan, 0.0, nan], recall [0.3333333333333333, 0.5, nan, 0.375, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:55:11.246635: step 164, loss 1.97242, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.0, 0.42857142857142855, 0.5, nan, 0.0, 1.0, nan], recall [nan, 1.0, nan, 0.375, 0.5, nan, nan, 0.2, nan]
2019-02-19T19:55:11.405861: step 165, loss 1.80921, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.8, 0.0, 0.0, nan, 1.0, nan], recall [0.0, nan, nan, 0.36363636363636365, 0.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:55:11.557984: step 166, loss 1.88591, accuracy 0.3125, precision [0.0, 0.4, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, 0.0], recall [nan, 1.0, nan, 0.16666666666666666, 0.5, nan, nan, nan, nan]
2019-02-19T19:55:11.712200: step 167, loss 2.14606, accuracy 0.25, precision [0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, nan], recall [1.0, 0.0, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:11.861932: step 168, loss 2.18591, accuracy 0.3125, precision [1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [1.0, nan, nan, 0.3076923076923077, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:12.017554: step 169, loss 1.94755, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.8, 0.0, nan, nan, 0.0, nan], recall [nan, nan, nan, 0.26666666666666666, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:12.170445: step 170, loss 2.10623, accuracy 0.5625, precision [1.0, 0.6666666666666666, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, nan, nan], recall [0.3333333333333333, 0.6666666666666666, nan, 0.625, 0.5, nan, nan, nan, nan]
2019-02-19T19:55:12.326930: step 171, loss 2.31316, accuracy 0.125, precision [nan, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.16666666666666666, nan, nan, nan, nan, nan]
2019-02-19T19:55:12.476435: step 172, loss 2.12967, accuracy 0.125, precision [nan, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.0, nan, 0.16666666666666666, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:12.627513: step 173, loss 2.11464, accuracy 0.375, precision [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, 0.5, 0.36363636363636365, nan, 0.0, nan, 0.0, nan]
2019-02-19T19:55:12.783377: step 174, loss 1.92244, accuracy 0.25, precision [nan, 0.25, 0.0, 0.42857142857142855, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.3333333333333333, 0.0, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:12.936096: step 175, loss 2.11048, accuracy 0.375, precision [0.0, 0.6666666666666666, nan, 0.6, 0.5, 0.0, 0.0, nan, 0.0], recall [nan, 0.4, nan, 0.5, 0.25, nan, nan, 0.0, nan]
2019-02-19T19:55:13.090616: step 176, loss 1.99875, accuracy 0.25, precision [1.0, 0.5, 0.0, 0.5, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [0.3333333333333333, 0.3333333333333333, nan, 0.14285714285714285, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:55:13.243179: step 177, loss 2.04476, accuracy 0.3125, precision [0.0, 0.3333333333333333, 0.0, 0.4, 1.0, 0.0, nan, 0.0, 0.0], recall [0.0, 0.3333333333333333, 0.0, 0.4, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:55:13.400313: step 178, loss 1.85305, accuracy 0.3125, precision [0.0, 0.6, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [nan, 0.6, 0.0, 0.2857142857142857, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:13.555881: step 179, loss 1.95872, accuracy 0.375, precision [0.0, 1.0, nan, 0.2, 0.5, 0.0, 0.0, nan, nan], recall [nan, 0.5, 0.0, 0.3333333333333333, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T19:55:13.705728: step 180, loss 2.05127, accuracy 0.25, precision [0.0, 0.6, 0.0, 0.0, 0.5, 0.0, nan, 0.0, nan], recall [nan, 0.5, 0.0, 0.0, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:55:13.855103: step 181, loss 2.16601, accuracy 0.1875, precision [0.0, 0.3333333333333333, 0.0, 0.5, 0.5, 0.0, nan, 0.0, 0.0], recall [nan, 0.16666666666666666, 0.0, 0.2, 0.25, nan, nan, nan, nan]
2019-02-19T19:55:14.008786: step 182, loss 2.22227, accuracy 0.1875, precision [0.0, 1.0, 0.0, 0.25, 1.0, nan, nan, 0.0, 0.0], recall [nan, 0.14285714285714285, 0.0, 0.2, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:55:14.163957: step 183, loss 2.03306, accuracy 0.3125, precision [0.0, 1.0, 0.0, 0.42857142857142855, 0.3333333333333333, nan, nan, 0.0, nan], recall [nan, 0.14285714285714285, 0.0, 0.6, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:55:14.317384: step 184, loss 2.0978, accuracy 0.125, precision [0.0, 0.0, 0.0, 0.5, 0.2, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.125, 0.25, nan, nan, 0.0, nan]
2019-02-19T19:55:14.467576: step 185, loss 1.89568, accuracy 0.1875, precision [nan, 0.5, 0.0, 0.0, 0.6666666666666666, nan, nan, 0.0, nan], recall [0.0, 0.16666666666666666, 0.0, 0.0, 0.4, nan, nan, nan, nan]
2019-02-19T19:55:14.620173: step 186, loss 1.90936, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.7142857142857143, 0.0, nan, nan, 0.0, 0.0], recall [0.0, 0.16666666666666666, nan, 0.5555555555555556, nan, nan, nan, nan, nan]
2019-02-19T19:55:14.770209: step 187, loss 1.98622, accuracy 0.3125, precision [0.5, 0.0, 0.0, 0.6666666666666666, 0.5, nan, 0.0, 0.0, nan], recall [1.0, 0.0, 0.0, 0.2857142857142857, 0.5, nan, nan, nan, nan]
2019-02-19T19:55:14.923818: step 188, loss 2.29152, accuracy 0.25, precision [nan, nan, 0.0, 0.8, 0.0, 0.0, nan, 0.0, 0.0], recall [0.0, 0.0, 0.0, 0.4444444444444444, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:15.072792: step 189, loss 2.30041, accuracy 0.375, precision [nan, 0.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0], recall [0.0, 0.0, nan, 0.7142857142857143, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:55:15.230238: step 190, loss 2.04228, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:15.385990: step 191, loss 2.04855, accuracy 0.25, precision [0.5, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0, nan], recall [0.6666666666666666, nan, nan, 0.2, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:15.537831: step 192, loss 2.09254, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.5, nan], recall [0.0, nan, 0.0, 0.125, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:55:15.686996: step 193, loss 2.01144, accuracy 0.3125, precision [1.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, nan], recall [0.5, nan, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:15.836913: step 194, loss 1.87953, accuracy 0.375, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [0.0, nan, nan, 0.46153846153846156, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:15.984538: step 195, loss 1.83552, accuracy 0.5, precision [1.0, 0.0, 0.0, 1.0, 0.5, nan, nan, nan, 0.0], recall [0.5, nan, nan, 0.45454545454545453, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:55:16.131483: step 196, loss 2.19438, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.5, 0.0, nan, 0.0, nan], recall [nan, nan, nan, 0.16666666666666666, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:55:16.284690: step 197, loss 2.33251, accuracy 0.1875, precision [nan, 0.0, 0.0, 1.0, 0.25, 0.0, 0.0, 0.0, nan], recall [0.0, nan, 0.0, 0.18181818181818182, 1.0, nan, nan, nan, nan]
2019-02-19T19:55:16.435102: step 198, loss 1.98543, accuracy 0.1875, precision [nan, 0.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [0.0, nan, 0.0, 0.25, 0.0, nan, nan, nan, nan]
2019-02-19T19:55:16.586632: step 199, loss 1.91377, accuracy 0.3125, precision [0.0, nan, 0.0, 0.8, 0.0, 0.0, nan, 0.25, nan], recall [nan, nan, nan, 0.3076923076923077, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:55:16.737156: step 200, loss 2.60078, accuracy 0.0625, precision [0.0, 0.0, nan, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.1, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:16.886684: step 201, loss 2.05013, accuracy 0.25, precision [0.25, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.5, nan], recall [1.0, nan, nan, 0.2, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:55:17.038862: step 202, loss 1.89978, accuracy 0.25, precision [0.5, 0.5, 0.3333333333333333, 0.25, 0.0, 0.0, nan, 0.0, nan], recall [1.0, 0.5, 0.5, 0.16666666666666666, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:17.184068: step 203, loss 2.13212, accuracy 0.3125, precision [nan, 0.0, nan, 0.2, 0.6666666666666666, 0.0, 0.0, 1.0, 0.0], recall [nan, nan, nan, 0.16666666666666666, 0.2857142857142857, nan, nan, 0.6666666666666666, nan]
2019-02-19T19:55:17.335054: step 204, loss 1.96997, accuracy 0.25, precision [0.3333333333333333, 0.0, 0.5, 0.3333333333333333, 0.0, 0.0, nan, 0.0, nan], recall [0.5, 0.0, 1.0, 1.0, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:17.489135: step 205, loss 1.84312, accuracy 0.375, precision [0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, nan, nan, nan], recall [0.6666666666666666, 1.0, 0.0, 0.25, 0.4, nan, nan, 0.0, nan]
2019-02-19T19:55:17.642106: step 206, loss 2.15976, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.2, 1.0, 0.0, 0.0, nan, nan], recall [nan, 0.0, 0.0, 0.25, 0.42857142857142855, nan, nan, 0.0, nan]
2019-02-19T19:55:17.796929: step 207, loss 2.11152, accuracy 0.25, precision [nan, 0.0, 0.0, 0.42857142857142855, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [0.0, 0.0, 0.0, 0.5, 0.3333333333333333, 0.0, nan, 0.0, nan]
2019-02-19T19:55:17.950102: step 208, loss 1.93566, accuracy 0.375, precision [0.0, 1.0, nan, 0.42857142857142855, 1.0, 0.0, nan, 0.0, nan], recall [0.0, 0.2, nan, 1.0, 0.6666666666666666, 0.0, nan, 0.0, nan]
2019-02-19T19:55:18.100517: step 209, loss 2.07341, accuracy 0.1875, precision [0.3333333333333333, nan, 0.0, 0.3333333333333333, 0.0, nan, nan, 0.0, nan], recall [0.3333333333333333, 0.0, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:18.251527: step 210, loss 1.8458, accuracy 0.375, precision [0.0, 0.5, nan, 0.42857142857142855, 0.6666666666666666, nan, 0.0, nan, 0.0], recall [0.0, 0.5, nan, 0.6, 0.2857142857142857, 0.0, nan, nan, nan]
2019-02-19T19:55:18.401922: step 211, loss 2.03538, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.7142857142857143, 0.0, nan, nan, 0.0, 0.0], recall [nan, 0.0, 0.0, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:55:18.550524: step 212, loss 2.06718, accuracy 0.25, precision [nan, 0.0, 0.0, 0.5714285714285714, nan, nan, 0.0, 0.0, nan], recall [0.0, 0.0, 0.0, 0.5, 0.0, 0.0, nan, nan, nan]
